Age,Gender,Weight_kg,Height_m,Workout_time,Calories_Burned,Type,Fat_Percentage,Frequency,Level,BMI
47,Male,87.2,1.64,2.0,1634.0,Strength,15.0,4,Advanced,32.42
59,Male,96.7,1.71,0.57,423.0,Yoga,28.4,3,Beginner,33.07
34,Female,46.9,1.61,1.02,821.0,Strength,28.6,3,Intermediate,18.09
22,Female,72.1,1.62,1.38,849.0,HIIT,25.1,3,Beginner,27.47
46,Female,62.5,1.54,1.61,906.0,Strength,18.1,4,Advanced,26.35
21,Male,110.7,1.69,1.06,775.0,Yoga,27.0,3,Beginner,38.76
27,Male,102.6,1.83,1.41,954.0,HIIT,26.5,3,Intermediate,30.64
34,Female,64.3,1.62,1.76,1276.0,Yoga,19.8,5,Advanced,24.5
27,Male,80.7,1.61,1.75,1598.0,Strength,14.3,4,Advanced,31.13
34,Male,115.3,1.81,1.36,1249.0,Yoga,24.5,2,Beginner,35.19
37,Male,87.8,1.69,1.81,1573.0,HIIT,10.3,5,Advanced,30.74
41,Male,74.3,1.61,1.06,714.0,Strength,24.8,4,Intermediate,28.66
22,Female,78.5,1.7,1.36,938.0,Strength,31.9,4,Intermediate,27.16
51,Female,77.3,1.58,0.97,733.0,Cardio,31.1,2,Beginner,30.96
23,Female,64.5,1.7,0.51,319.0,Cardio,30.4,2,Beginner,22.32
19,Male,72.0,1.94,1.17,952.0,Yoga,24.7,3,Intermediate,19.13
30,Female,77.9,1.77,1.41,916.0,Cardio,27.9,4,Intermediate,24.87
28,Female,69.6,1.58,1.49,1006.0,Cardio,27.8,3,Intermediate,27.88
40,Male,68.9,1.99,1.16,951.0,Cardio,25.0,4,Intermediate,17.4
33,Male,45.9,1.89,1.45,1148.0,Cardio,21.6,3,Intermediate,12.85
48,Female,68.2,1.69,0.75,537.0,HIIT,28.4,3,Beginner,23.88
28,Female,79.6,1.59,1.49,968.0,HIIT,28.2,3,Intermediate,31.49
33,Female,53.6,1.52,1.02,643.0,Cardio,30.9,2,Beginner,23.2
25,Female,57.7,1.58,1.36,986.0,Yoga,25.7,3,Intermediate,23.11
21,Male,74.2,1.93,1.32,1024.0,HIIT,28.3,3,Intermediate,19.92
57,Female,64.4,1.56,1.52,985.0,Cardio,17.8,5,Advanced,26.46
21,Female,54.9,1.78,0.55,380.0,HIIT,31.7,2,Beginner,17.33
42,Male,50.3,1.64,0.63,468.0,Strength,27.0,3,Beginner,18.7
20,Female,46.5,1.68,0.91,660.0,HIIT,27.9,2,Beginner,16.48
49,Male,57.8,1.99,0.93,741.0,HIIT,24.7,3,Beginner,14.6
20,Male,83.0,1.8,0.79,695.0,Yoga,29.6,2,Beginner,25.62
44,Male,82.5,1.79,1.51,1159.0,HIIT,13.8,5,Advanced,25.75
46,Female,66.5,1.73,1.11,709.0,Yoga,34.7,3,Beginner,22.22
49,Female,70.2,1.67,0.93,695.0,Strength,32.5,3,Beginner,25.17
36,Male,121.9,1.93,1.49,1082.0,Cardio,21.8,3,Intermediate,32.73
38,Female,70.3,1.52,1.19,857.0,Yoga,25.6,4,Intermediate,30.43
22,Female,40.3,1.56,1.45,877.0,HIIT,30.8,4,Intermediate,16.56
35,Male,101.4,1.76,0.84,559.0,HIIT,23.6,2,Beginner,32.74
45,Male,79.2,1.95,1.47,982.0,Yoga,22.8,3,Intermediate,20.83
59,Female,75.8,1.77,1.46,841.0,Strength,33.1,3,Beginner,24.19
39,Male,71.7,1.88,0.55,445.0,Cardio,23.7,2,Beginner,20.29
38,Female,57.7,1.56,1.64,1082.0,HIIT,16.6,5,Advanced,23.71
23,Female,47.4,1.6,0.76,585.0,Strength,33.5,3,Beginner,18.52
18,Female,57.2,1.75,1.29,1032.0,Cardio,33.5,3,Intermediate,18.68
22,Female,44.8,1.72,1.48,977.0,Cardio,28.6,4,Intermediate,15.14
58,Male,90.2,1.72,0.9,668.0,HIIT,28.3,2,Beginner,30.49
29,Male,84.9,1.72,1.79,1378.0,Yoga,14.3,4,Advanced,28.7
43,Male,95.7,1.77,1.08,807.0,HIIT,24.2,3,Beginner,30.55
51,Male,59.0,1.65,1.22,924.0,HIIT,20.7,3,Intermediate,21.67
31,Female,60.5,1.77,1.72,1092.0,HIIT,15.0,4,Advanced,19.31
43,Female,53.8,1.72,1.03,742.0,Strength,30.2,4,Intermediate,18.19
44,Male,86.6,1.97,1.66,1372.0,Yoga,11.7,5,Advanced,22.31
26,Female,72.8,1.67,1.37,829.0,Strength,35.0,2,Beginner,26.1
43,Female,66.3,1.77,1.48,1046.0,HIIT,32.7,4,Intermediate,21.16
39,Female,56.0,1.6,0.89,672.0,Yoga,32.6,2,Beginner,21.87
47,Male,45.9,1.93,1.29,1015.0,Cardio,29.6,3,Intermediate,12.32
34,Male,88.0,1.64,1.9,1536.0,Yoga,14.4,4,Advanced,32.72
43,Male,94.0,1.79,1.31,1012.0,HIIT,23.2,2,Beginner,29.34
53,Female,44.7,1.79,1.34,965.0,Yoga,26.7,3,Intermediate,13.95
18,Male,63.2,1.63,0.66,436.0,Cardio,27.5,3,Beginner,23.79
25,Male,95.6,1.9,1.47,1294.0,Cardio,23.8,4,Intermediate,26.48
52,Male,47.8,1.86,1.01,645.0,Yoga,24.7,3,Intermediate,13.82
32,Male,85.3,1.64,1.77,1197.0,Cardio,13.2,4,Advanced,31.71
39,Male,59.7,1.83,1.35,1143.0,Strength,29.1,4,Intermediate,17.83
31,Male,70.2,1.98,0.71,504.0,Yoga,24.2,2,Beginner,17.91
43,Female,72.7,1.8,0.79,590.0,Cardio,32.8,3,Beginner,22.44
45,Female,50.4,1.79,0.74,433.0,Cardio,27.7,2,Beginner,15.73
40,Male,81.7,1.74,0.91,666.0,Yoga,27.0,2,Beginner,26.99
31,Male,49.3,1.62,0.56,484.0,Strength,20.0,2,Beginner,18.79
41,Female,61.9,1.64,1.93,1138.0,Yoga,19.4,4,Advanced,23.01
19,Female,49.1,1.68,1.42,1164.0,Cardio,25.3,4,Intermediate,17.4
43,Male,66.5,1.83,1.11,747.0,Yoga,27.1,3,Intermediate,19.86
31,Male,75.5,1.93,0.6,446.0,Cardio,20.5,2,Beginner,20.27
24,Male,88.2,1.79,1.76,1491.0,HIIT,11.3,4,Advanced,27.53
20,Male,74.8,1.75,1.33,885.0,Yoga,25.0,3,Intermediate,24.42
40,Female,72.2,1.6,0.87,566.0,Yoga,29.2,3,Beginner,28.2
35,Male,62.8,1.63,1.41,1241.0,Cardio,21.9,4,Intermediate,23.64
55,Male,84.7,1.79,1.19,719.0,Cardio,23.3,3,Intermediate,26.43
52,Male,116.5,1.69,0.53,388.0,Cardio,27.3,2,Beginner,40.79
32,Male,77.4,1.92,1.39,1047.0,Cardio,26.7,3,Intermediate,21.0
42,Female,72.9,1.62,1.17,732.0,Yoga,25.7,4,Intermediate,27.78
54,Female,58.4,1.59,1.08,807.0,Cardio,32.5,2,Beginner,23.1
45,Female,64.3,1.54,1.67,999.0,Yoga,15.3,4,Advanced,27.11
27,Male,89.3,1.87,1.62,1363.0,Strength,12.7,5,Advanced,25.54
56,Male,90.2,1.61,1.38,1148.0,Yoga,22.6,3,Intermediate,34.8
34,Female,59.0,1.62,1.13,847.0,Cardio,30.9,4,Intermediate,22.48
56,Male,58.7,1.86,1.09,858.0,Cardio,22.6,3,Intermediate,16.97
39,Male,127.5,1.82,1.26,1116.0,Strength,29.8,3,Intermediate,38.49
43,Female,68.6,1.52,1.42,875.0,Yoga,28.1,4,Intermediate,29.69
42,Female,56.7,1.53,1.07,717.0,Strength,27.4,3,Beginner,24.22
34,Female,64.5,1.78,1.33,958.0,Yoga,27.8,4,Intermediate,20.36
30,Female,61.6,1.52,1.78,1228.0,Cardio,19.5,4,Advanced,26.66
37,Male,75.1,1.82,1.23,859.0,Yoga,26.4,4,Intermediate,22.67
42,Male,79.3,1.93,1.22,888.0,Cardio,27.3,2,Beginner,21.29
21,Female,72.6,1.68,1.19,756.0,Cardio,34.2,3,Intermediate,25.72
27,Male,76.7,1.7,0.96,792.0,HIIT,29.1,3,Beginner,26.54
20,Female,44.2,1.61,1.08,659.0,HIIT,32.4,2,Beginner,17.05
58,Female,56.5,1.7,0.74,406.0,Yoga,27.0,2,Beginner,19.55
35,Male,100.9,1.63,1.1,986.0,Cardio,28.4,2,Beginner,37.98
53,Female,55.8,1.55,1.12,711.0,Strength,27.0,4,Intermediate,23.23
39,Male,58.3,1.93,1.35,1010.0,Cardio,27.4,4,Intermediate,15.65
51,Male,48.6,1.77,1.47,1128.0,Strength,26.9,2,Beginner,15.51
25,Male,81.7,1.95,1.94,1451.0,Yoga,13.8,4,Advanced,21.49
57,Male,85.6,1.69,1.76,1159.0,Yoga,12.7,5,Advanced,29.97
36,Female,60.0,1.72,1.63,1043.0,Strength,18.2,5,Advanced,20.28
59,Male,126.4,1.69,1.24,915.0,Strength,29.5,3,Beginner,44.26
58,Female,75.4,1.78,1.05,662.0,Cardio,26.0,4,Intermediate,23.8
54,Female,64.2,1.69,1.69,996.0,Yoga,16.5,4,Advanced,22.48
23,Female,65.2,1.62,1.37,1069.0,Cardio,31.1,3,Intermediate,24.84
43,Female,70.1,1.66,0.99,673.0,Strength,34.6,2,Beginner,25.44
51,Male,102.6,1.77,1.21,779.0,HIIT,21.0,2,Beginner,32.75
23,Male,107.2,1.93,1.15,879.0,HIIT,20.2,4,Intermediate,28.78
54,Female,56.5,1.75,1.76,1220.0,HIIT,15.3,5,Advanced,18.45
50,Female,61.6,1.75,1.22,911.0,Strength,25.5,4,Intermediate,20.11
39,Male,81.7,1.75,1.32,1198.0,Cardio,29.1,4,Intermediate,26.68
38,Female,76.6,1.58,0.74,481.0,Yoga,32.2,2,Beginner,30.68
23,Male,116.8,1.79,1.0,698.0,Strength,26.8,4,Intermediate,36.45
23,Female,60.1,1.59,1.8,1107.0,HIIT,17.6,4,Advanced,23.77
21,Male,93.7,1.73,1.0,803.0,Cardio,27.8,2,Beginner,31.31
47,Female,41.6,1.58,1.03,756.0,Yoga,26.6,4,Intermediate,16.66
28,Female,55.1,1.79,1.99,1582.0,Yoga,17.0,5,Advanced,17.2
47,Male,127.1,1.76,0.71,552.0,Strength,24.9,2,Beginner,41.03
48,Female,69.1,1.6,1.34,1001.0,Strength,26.1,4,Intermediate,26.99
41,Female,66.8,1.74,1.34,898.0,Yoga,29.2,3,Beginner,22.06
26,Male,125.5,1.76,1.15,1031.0,Yoga,23.2,4,Intermediate,40.52
20,Female,71.3,1.58,1.07,893.0,HIIT,25.4,3,Intermediate,28.56
48,Male,129.2,1.61,1.06,876.0,Yoga,21.4,4,Intermediate,49.84
57,Male,96.3,1.86,1.1,795.0,Strength,27.6,3,Intermediate,27.84
54,Female,67.5,1.54,0.72,454.0,Cardio,25.2,3,Beginner,28.46
53,Female,64.4,1.55,1.77,1107.0,HIIT,19.7,4,Advanced,26.81
41,Female,64.9,1.57,1.04,576.0,HIIT,25.9,4,Intermediate,26.33
48,Female,52.3,1.66,0.74,433.0,Yoga,33.0,3,Beginner,18.98
23,Female,56.7,1.55,1.38,911.0,Cardio,34.0,4,Intermediate,23.6
19,Female,46.8,1.63,1.35,864.0,HIIT,34.4,4,Intermediate,17.61
37,Female,70.3,1.77,1.01,621.0,Strength,33.7,2,Beginner,22.44
45,Male,80.8,1.76,1.7,1102.0,Yoga,11.4,4,Advanced,26.08
28,Female,56.0,1.5,1.94,1242.0,Strength,16.7,5,Advanced,24.89
21,Male,101.2,1.84,1.3,944.0,Yoga,24.3,2,Beginner,29.89
32,Female,56.6,1.57,1.65,1378.0,HIIT,15.7,4,Advanced,22.96
23,Female,40.9,1.75,0.82,594.0,Yoga,25.2,3,Beginner,13.36
47,Male,127.8,1.65,0.77,598.0,Cardio,28.7,2,Beginner,46.94
55,Female,49.3,1.76,1.28,927.0,Strength,30.5,2,Beginner,15.92
19,Female,64.3,1.63,1.87,1234.0,Cardio,18.0,5,Advanced,24.2
32,Male,49.3,1.62,1.18,1025.0,Strength,29.3,3,Intermediate,18.79
28,Female,63.0,1.62,0.68,500.0,Strength,31.7,2,Beginner,24.01
25,Female,41.1,1.67,1.03,711.0,Yoga,31.9,3,Intermediate,14.74
43,Female,40.5,1.74,1.5,965.0,HIIT,32.9,3,Intermediate,13.38
22,Male,71.0,1.62,0.91,691.0,HIIT,21.2,2,Beginner,27.05
23,Female,60.9,1.62,1.59,1336.0,Cardio,16.8,5,Advanced,23.21
43,Female,64.7,1.66,1.88,1117.0,Yoga,19.8,4,Advanced,23.48
21,Female,51.0,1.71,1.07,706.0,HIIT,34.2,3,Intermediate,17.44
36,Female,57.7,1.77,1.65,1213.0,Strength,19.4,4,Advanced,18.42
37,Male,76.9,1.82,1.49,992.0,Strength,24.5,4,Intermediate,23.22
50,Male,80.5,1.77,1.85,1181.0,Yoga,14.3,4,Advanced,25.7
37,Female,73.3,1.74,1.03,726.0,Cardio,25.5,3,Intermediate,24.21
29,Female,49.0,1.57,1.33,878.0,Yoga,26.5,3,Intermediate,19.88
18,Male,114.5,1.97,1.03,725.0,Cardio,24.1,3,Beginner,29.5
43,Male,81.0,1.78,1.58,1189.0,Yoga,12.4,5,Advanced,25.56
31,Female,53.5,1.76,1.22,811.0,Strength,27.6,4,Intermediate,17.27
55,Male,52.1,1.68,0.77,637.0,Yoga,23.6,3,Beginner,18.46
54,Female,70.1,1.52,0.76,475.0,HIIT,26.6,2,Beginner,30.34
28,Male,86.9,1.78,1.29,951.0,HIIT,24.9,4,Intermediate,27.43
53,Male,73.4,1.76,1.09,815.0,Yoga,27.9,3,Intermediate,23.7
30,Male,90.0,1.66,1.32,1104.0,Cardio,26.6,4,Intermediate,32.66
20,Male,85.7,1.92,1.72,1287.0,Cardio,10.5,5,Advanced,23.25
50,Female,70.4,1.55,0.73,470.0,Strength,29.9,2,Beginner,29.3
23,Male,57.7,1.71,1.15,942.0,Strength,27.0,3,Intermediate,19.73
27,Male,75.7,1.76,0.68,494.0,Cardio,25.3,3,Beginner,24.44
22,Female,61.8,1.52,1.83,1519.0,Yoga,17.0,5,Advanced,26.75
40,Male,80.3,1.76,1.63,1497.0,Strength,13.1,5,Advanced,25.92
27,Male,104.3,1.68,1.28,950.0,Cardio,29.7,3,Intermediate,36.95
19,Female,65.7,1.58,1.46,883.0,Cardio,25.9,3,Intermediate,26.32
30,Male,120.3,1.96,0.66,494.0,Yoga,23.9,2,Beginner,31.32
57,Female,51.9,1.57,1.05,713.0,HIIT,29.1,3,Intermediate,21.06
19,Female,59.1,1.57,1.65,1336.0,Cardio,17.9,5,Advanced,23.98
37,Female,66.9,1.75,1.38,876.0,Strength,26.5,4,Intermediate,21.84
18,Female,66.9,1.75,0.94,573.0,Yoga,26.8,2,Beginner,21.84
54,Male,78.7,1.66,1.42,921.0,Yoga,22.9,3,Intermediate,28.56
26,Female,62.4,1.61,1.88,1307.0,Yoga,19.8,4,Advanced,24.07
34,Male,102.1,1.71,0.96,713.0,HIIT,27.3,2,Beginner,34.92
26,Male,51.9,2.0,0.75,549.0,HIIT,26.6,2,Beginner,12.97
28,Male,58.3,2.0,1.32,980.0,Strength,28.2,4,Intermediate,14.57
32,Male,89.8,1.92,1.93,1783.0,Strength,10.6,4,Advanced,24.36
41,Male,101.1,1.83,0.79,634.0,Yoga,28.6,2,Beginner,30.19
55,Male,118.6,1.72,0.77,640.0,Strength,25.9,3,Beginner,40.09
52,Male,84.8,1.85,1.19,895.0,Cardio,23.4,2,Beginner,24.78
47,Male,80.0,1.77,0.72,531.0,HIIT,28.2,3,Beginner,25.54
48,Male,73.1,1.83,1.05,681.0,Yoga,28.0,4,Intermediate,21.83
22,Male,117.3,1.68,1.24,914.0,Yoga,28.5,3,Intermediate,41.56
31,Female,77.4,1.71,1.26,863.0,Cardio,26.2,4,Intermediate,26.47
28,Female,72.9,1.67,1.13,831.0,Cardio,34.7,3,Intermediate,26.14
26,Female,71.2,1.5,1.15,816.0,Cardio,34.6,2,Beginner,31.64
51,Male,88.2,1.62,1.56,1027.0,Cardio,11.8,4,Advanced,33.61
29,Female,75.6,1.8,1.31,976.0,Yoga,25.7,4,Intermediate,23.33
52,Female,57.9,1.56,1.66,1135.0,HIIT,15.8,4,Advanced,23.79
52,Female,70.6,1.58,1.02,753.0,HIIT,34.9,3,Intermediate,28.28
18,Male,118.6,1.64,0.94,693.0,Cardio,25.6,3,Beginner,44.1
57,Male,55.7,1.99,1.13,705.0,Strength,23.6,3,Intermediate,14.07
39,Male,102.3,1.94,0.89,656.0,Yoga,22.9,3,Beginner,27.18
46,Male,72.6,1.87,1.31,1044.0,HIIT,22.6,4,Intermediate,20.76
25,Female,63.8,1.68,0.95,784.0,Cardio,31.6,2,Beginner,22.6
28,Female,67.3,1.67,0.61,479.0,Strength,29.2,3,Beginner,24.13
58,Female,59.3,1.58,1.97,1463.0,Strength,19.8,4,Advanced,23.75
54,Female,70.7,1.57,1.14,836.0,Cardio,31.8,3,Beginner,28.68
31,Male,86.9,1.69,1.72,1230.0,Yoga,14.0,4,Advanced,30.43
47,Male,98.2,1.9,0.76,557.0,HIIT,22.9,3,Beginner,27.2
52,Male,63.6,1.62,1.3,965.0,Strength,20.8,4,Intermediate,24.23
38,Female,45.2,1.68,1.01,727.0,HIIT,29.9,3,Intermediate,16.01
54,Male,117.2,1.62,1.04,736.0,HIIT,23.1,4,Intermediate,44.66
22,Male,107.4,1.74,1.34,1017.0,Strength,22.0,2,Beginner,35.47
36,Female,59.1,1.78,0.85,514.0,Cardio,34.5,2,Beginner,18.65
31,Female,53.3,1.64,0.57,402.0,Strength,29.4,3,Beginner,19.82
43,Male,46.2,1.63,1.18,812.0,Strength,21.7,2,Beginner,17.39
21,Male,67.0,1.61,1.32,1104.0,Yoga,22.0,3,Intermediate,25.85
42,Male,86.3,1.77,1.77,1113.0,HIIT,11.4,4,Advanced,27.55
59,Male,85.5,1.67,1.99,1418.0,Cardio,15.0,5,Advanced,30.66
42,Male,70.2,1.87,1.38,1127.0,HIIT,22.7,3,Intermediate,20.07
35,Male,127.1,1.62,1.02,718.0,Strength,23.3,4,Intermediate,48.43
57,Female,75.6,1.67,1.05,723.0,Cardio,31.6,3,Intermediate,27.11
25,Female,62.6,1.65,1.2,852.0,Cardio,27.9,3,Beginner,22.99
56,Female,55.7,1.53,1.91,1066.0,Cardio,16.1,5,Advanced,23.79
57,Male,96.1,1.74,1.21,862.0,Cardio,21.6,3,Intermediate,31.74
31,Female,76.7,1.62,1.39,883.0,Yoga,28.1,4,Intermediate,29.23
49,Male,57.2,1.89,1.14,762.0,Cardio,21.1,2,Beginner,16.01
55,Male,69.9,1.81,1.2,992.0,Strength,20.2,4,Intermediate,21.34
50,Female,67.9,1.77,1.03,760.0,Yoga,33.0,3,Intermediate,21.67
40,Male,87.9,1.87,1.96,1445.0,Strength,10.7,5,Advanced,25.14
32,Male,102.8,1.98,1.24,818.0,Strength,27.8,3,Intermediate,26.22
50,Female,51.8,1.5,1.32,838.0,HIIT,33.0,3,Beginner,23.02
42,Female,57.7,1.57,1.83,1005.0,Cardio,17.7,4,Advanced,23.41
34,Female,66.5,1.69,0.81,636.0,Cardio,28.1,3,Beginner,23.28
50,Male,95.4,1.61,1.16,764.0,Strength,21.5,4,Intermediate,36.8
19,Female,69.2,1.6,1.17,907.0,Cardio,32.4,3,Beginner,27.03
31,Female,66.6,1.67,1.02,699.0,Yoga,31.0,4,Intermediate,23.88
57,Male,83.4,1.65,1.57,1290.0,HIIT,13.3,4,Advanced,30.63
57,Female,43.8,1.75,1.39,1001.0,Cardio,25.1,2,Beginner,14.3
56,Female,64.2,1.69,1.99,1227.0,Cardio,19.6,5,Advanced,22.48
23,Female,44.1,1.62,0.58,354.0,Yoga,25.7,2,Beginner,16.8
23,Male,87.3,1.91,1.87,1327.0,HIIT,11.8,5,Advanced,23.93
20,Male,55.0,1.6,1.12,1035.0,Yoga,24.0,4,Intermediate,21.48
24,Male,87.1,1.74,1.57,1364.0,Strength,10.0,4,Advanced,28.77
25,Male,66.6,1.61,1.38,1260.0,Strength,25.0,2,Beginner,25.69
59,Female,60.4,1.76,1.72,929.0,Cardio,18.8,5,Advanced,19.5
32,Male,126.4,1.83,1.1,883.0,HIIT,28.2,3,Intermediate,37.74
46,Male,88.7,1.63,0.75,542.0,Strength,28.8,2,Beginner,33.38
